"data";"1";"7"
2014-10-06;2,4098;57115
2014-10-07;2,4038;57436
2014-10-08;2,4072;57058
2014-10-09;2,3914;57267
2014-10-10;2,4103;55311
2014-10-13;2,3923;57956
2014-10-14;2,3991;58015
2014-10-15;2,4316;56135
2014-10-16;2,477;54298
2014-10-17;2,4477;55723
2014-10-20;2,4554;54302
2014-10-21;2,4797;52432
2014-10-22;2,4781;52411
2014-10-23;2,5004;50713
2014-10-24;2,4805;51940
2014-10-27;2,5341;50503
2014-10-28;2,4869;52330
2014-10-29;2,4346;51049
2014-10-30;2,4119;52336
2014-10-31;2,4442;54628
2014-11-03;2,4839;53947
2014-11-04;2,5195;54383
2014-11-05;2,5168;53698
2014-11-06;2,5325;52637
2014-11-07;2,5721;53222
2014-11-10;2,539;52725
2014-11-11;2,5644;52474
2014-11-12;2,555;52978
2014-11-13;2,5725;51846
2014-11-14;2,6136;51772
